title,offering,price,bedrooms,bathrooms,latitude,longitude,floor_size,property_type,url
2 bedroom flat/apartment for sale,buy,1975000,2,2,-34.058606,18.446872,79.0,Flats/Apartments,https://www.residentialpeople.com/za/property/7bj8c6ps-380-main-road-tokai-tokai-cape-town/
3 bedroom house for sale,buy,625200,3,1,-34.0159707,18.7293376,S.O.A.,Houses,https://www.residentialpeople.com/za/property/gvgh7z/
3 bedroom house for sale,buy,6895000,3,2,-34.0139392,18.389645,S.O.A.,Houses,https://www.residentialpeople.com/za/property/ckb7up/
4 bedroom house for sale,buy,12995000,4,3,-34.0481635,18.4298997,S.O.A.,Houses,https://www.residentialpeople.com/za/property/c7bwrp/
2 bedroom flat/apartment for sale,buy,2195000,2,1,-34.0648326,18.4589693,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/x7g78r-sectional-title/
2 bedroom flat/apartment for sale,buy,1975000,2,1,-34.0648326,18.4589693,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/revndw/
2 bedroom flat/apartment for sale,buy,2275000,2,1,-34.0648326,18.4589693,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/hq3ebw-sectional-title/
2 bedroom flat/apartment for sale,buy,6380000,2,2,-34.0648326,18.4589693,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/kyh63b-sectional-title/
2 bedroom flat/apartment for sale,buy,4500000,2,2,-34.0648326,18.4589693,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/z5o54p-sectional-title/
1 bedroom flat/apartment for sale,buy,3250000,1,1,-34.0648326,18.4589693,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/wcdtlb-sectional-title/
4 bedroom house for sale,buy,5250000,4,2,-34.0139392,18.389645,S.O.A.,Houses,https://www.residentialpeople.com/za/property/jlawrr-freehold/
4 bedroom house for sale,buy,6990000,4,3,-34.0139392,18.389645,S.O.A.,Houses,https://www.residentialpeople.com/za/property/ztcdyv-freehold/
1 bedroom flat/apartment for sale,buy,2850000,1,1,-34.0648326,18.4589693,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/dwcf5j-sectional-title/
3 bedroom flat/apartment for sale,buy,3650000,3,1,-34.0648326,18.4589693,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/chzjhr-sectional-title/
3 bedroom flat/apartment for sale,buy,3690000,3,2,-34.0648326,18.4589693,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/jo8vbm/
1 bedroom flat/apartment for sale,buy,3995000,1,1,-34.0648326,18.4589693,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/yufwxf/
2 bedroom flat/apartment for sale,buy,1950000,2,2,-34.0648326,18.4589693,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/ccxaea/
2 bedroom flat/apartment for sale,buy,2656000,2,1,-34.0648326,18.4589693,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/d2qkjt/
2 bedroom flat/apartment for sale,buy,4950000,2,1,-34.0648326,18.4589693,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/lhcmek/
2 bedroom flat/apartment for sale,buy,3450000,2,1,-34.0648326,18.4589693,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/pkmveo/
1 bedroom flat/apartment for sale,buy,3800000,1,1,-34.0648326,18.4589693,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/nfkgcj/
1 bedroom flat/apartment for sale,buy,2950000,1,1,-34.0648326,18.4589693,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/y4jhpj/
1 bedroom flat/apartment for sale,buy,2390000,1,1,-34.0648326,18.4589693,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/eqkhov-sectional-title/
4 bedroom flat/apartment for sale,buy,25200000,4,4,-34.0648326,18.4589693,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/ok9rfh-sectional-title/
2 bedroom flat/apartment for sale,buy,2750000,2,1,-34.0648326,18.4589693,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/vyomto-sectional-title/
1 bedroom flat/apartment for sale,buy,3400000,1,1,-34.0648326,18.4589693,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/hrwooq-sectional-title/
1 bedroom flat/apartment for sale,buy,3540000,1,1,-34.0648326,18.4589693,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/j6ce9u/
5 bedroom penthouse for sale,buy,59000000,5,7,-34.0648326,18.4589693,S.O.A.,Penthouses,https://www.residentialpeople.com/za/property/ygrbjl/
2 bedroom flat/apartment for sale,buy,3890000,2,1,-34.0648326,18.4589693,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/lugjpv/
3 bedroom flat/apartment for sale,buy,1890000,3,2,-34.0648326,18.4589693,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/cbl46w/
2 bedroom townhouse for sale,buy,1975000,2,2,-34.0648326,18.4589693,S.O.A.,Townhouses,https://www.residentialpeople.com/za/property/b3p46y-sectional-title/
2 bedroom flat/apartment for sale,buy,6195000,2,2,-34.0648326,18.4589693,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/c5rkup-sectional-title/
1 bedroom flat/apartment for sale,buy,1799000,1,1,-34.0648326,18.4589693,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/xnjxtq-sectional-title/
2 bedroom flat/apartment for sale,buy,6380000,2,2,-34.0648326,18.4589693,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/a8hzwd-sectional-title/
2 bedroom flat/apartment for sale,buy,2300000,2,1,-34.0648326,18.4589693,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/hpnaoj/
2 bedroom flat/apartment for sale,buy,1995000,2,1,-34.0648326,18.4589693,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/so4cnu/
2 bedroom flat/apartment for sale,buy,5995000,2,2,-34.0648326,18.4589693,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/gm9hfr-sectional-title/
1 bedroom flat/apartment for sale,buy,3648000,1,1,-34.0648326,18.4589693,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/uv9k6c/
2 bedroom flat/apartment for sale,buy,3219000,2,2,-34.0648326,18.4589693,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/x5e6rd/
2 bedroom flat/apartment for sale,buy,8499000,2,2,-34.0648326,18.4589693,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/vvoqhn-sectional-title/
3 bedroom flat/apartment for sale,buy,7950000,3,2,-34.0648326,18.4589693,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/p8xubf/
2 bedroom flat/apartment for sale,buy,4995000,2,2,-34.0648326,18.4589693,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/mke9qp/
1 bedroom flat/apartment for sale,buy,3540000,1,1,-34.0648326,18.4589693,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/qsz39s/
2 bedroom flat/apartment for sale,buy,2680000,2,2,-34.0648326,18.4589693,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/nv7b6l-sectional-title/
5 bedroom house for sale,buy,18000000,5,4,-33.964284,18.375829,566.0,Houses,https://www.residentialpeople.com/za/property/2y0m5n3e-bakoven-cape-town/
3 bedroom house for sale,buy,945000,3,1,-34.0737,18.5533,S.O.A.,Houses,https://www.residentialpeople.com/za/property/bec9un-freehold/
2 bedroom duplex for sale,buy,549000,2,1,-34.0700702,18.5196028,S.O.A.,Duplex,https://www.residentialpeople.com/za/property/alrhat/
5 bedroom house for sale,buy,14500000,5,5,-34.0405608,18.441378,S.O.A.,Houses,https://www.residentialpeople.com/za/property/vatyjl-za-constantia/
2 bedroom house for sale,buy,594999,2,1,-34.0660135,18.6145938,S.O.A.,Houses,https://www.residentialpeople.com/za/property/rdkgud/
3 bedroom house for sale,buy,1299000,3,2,-34.0700702,18.5196028,148.0,Houses,https://www.residentialpeople.com/za/property/zgsd3u/
1 bedroom flat/apartment for sale,buy,340000,1,1,-33.7814117,18.4538918,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/yjar5k/
2 bedroom flat/apartment for sale,buy,21500000,2,2,-33.958929,18.3775039,170.0,Flats/Apartments,https://www.residentialpeople.com/za/property/p3zmbz/
4 bedroom house for sale,buy,17950000,4,4,-34.0257608,18.4230789,1521.0,Houses,https://www.residentialpeople.com/za/property/zezmlr-constantia-za-constantia/
2 bedroom house for sale,buy,515000,2,1,-34.0378253,18.6798895,S.O.A.,Houses,https://www.residentialpeople.com/za/property/khw9gr/
3 bedroom townhouse for sale,buy,8995000,3,3,-33.9573473,18.3789503,S.O.A.,Townhouses,https://www.residentialpeople.com/za/property/so9znf-freehold/
4 bedroom house for sale,buy,17950000,4,3,-33.966072,18.380497,S.O.A.,Houses,https://www.residentialpeople.com/za/property/x7t32a-freehold/
2 bedroom flat/apartment for sale,buy,1085000,2,1,-33.820462,18.7140639,60.0,Flats/Apartments,https://www.residentialpeople.com/za/property/rvqjgd/
3 bedroom house for sale,buy,40000000,3,3,-33.9405758,18.3751248,S.O.A.,Houses,https://www.residentialpeople.com/za/property/ane9ws-freehold/
4 bedroom house for sale,buy,12999000,4,2,-33.9569983,18.3805485,S.O.A.,Houses,https://www.residentialpeople.com/za/property/rzplyp-freehold/
4 bedroom house for sale,buy,12999000,4,2,-33.9569983,18.3805485,S.O.A.,Houses,https://www.residentialpeople.com/za/property/eonlxm/
3 bedroom house for sale,buy,27500000,3,1,-33.9405758,18.3751248,S.O.A.,Houses,https://www.residentialpeople.com/za/property/pqsyzq-freehold/
4 bedroom house for sale,buy,55000000,4,4,-33.9405758,18.3751248,S.O.A.,Houses,https://www.residentialpeople.com/za/property/s24kop-freehold/
3 bedroom house for sale,buy,32500000,3,3,-33.9405758,18.3751248,S.O.A.,Houses,https://www.residentialpeople.com/za/property/am9g3w-freehold/
4 bedroom house for sale,buy,4900000,4,3,-33.7824618,18.454481,S.O.A.,Houses,https://www.residentialpeople.com/za/property/dvughf/
4 bedroom house for sale,buy,29000000,4,4,-33.9630476,18.3826252,S.O.A.,Houses,https://www.residentialpeople.com/za/property/f3tocx-freehold/
3 bedroom flat/apartment for sale,buy,5000000,3,2,-34.047506,18.467707,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/bpzrog-sectional-title/
2 bedroom flat/apartment for sale,buy,5295000,2,2,-34.047506,18.467707,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/xkv57v-sectional-title/
4 bedroom house for sale,buy,38500000,4,4,-33.9630476,18.3826252,S.O.A.,Houses,https://www.residentialpeople.com/za/property/y94khv-freehold/
6 bedroom house for sale,buy,2390000,6,4,-34.047214,18.4676654,S.O.A.,Houses,https://www.residentialpeople.com/za/property/wryy9o/
4 bedroom house for sale,buy,29000000,4,4,-33.9630476,18.3826252,S.O.A.,Houses,https://www.residentialpeople.com/za/property/u4u6ls-freehold/
2 bedroom flat/apartment for sale,buy,2100000,2,1,-33.783071,18.4547138,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/xdtl5u/
4 bedroom house for sale,buy,12999000,4,2,-33.9569983,18.3805485,S.O.A.,Houses,https://www.residentialpeople.com/za/property/jj3mkf-freehold/
4 bedroom house for sale,buy,21995000,4,4,-33.9569983,18.3805485,S.O.A.,Houses,https://www.residentialpeople.com/za/property/ps4y5s-freehold/
4 bedroom house for sale,buy,32000000,4,4,-34.0226089,18.4280799,640.0,Houses,https://www.residentialpeople.com/za/property/ndsd2a/
2 bedroom flat/apartment for sale,buy,1560000,2,1,-34.021243,18.4273539,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/keofmx-sectional-title/
2 bedroom flat/apartment for sale,buy,1450000,2,1,-34.021243,18.4273539,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/cld2ul-sectional-title/
3 bedroom flat/apartment for sale,buy,19000000,3,4,-33.9621987,18.3815843,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/cqh92x-sectional-title/
4 bedroom house for sale,buy,32000000,4,4,-34.02028,18.425607,S.O.A.,Houses,https://www.residentialpeople.com/za/property/bpb9mc-freehold/
10 bedroom house for sale,buy,30000000,10,7,-34.0164759,18.4219708,S.O.A.,Houses,https://www.residentialpeople.com/za/property/fr9tzx/
3 bedroom townhouse for sale,buy,1695000,3,2,-33.8248,18.7161,165.0,Townhouses,https://www.residentialpeople.com/za/property/zogqyg/
4 bedroom house for sale,buy,24800000,4,3,-34.021243,18.4273539,S.O.A.,Houses,https://www.residentialpeople.com/za/property/a2ncoa/
4 bedroom house for sale,buy,19995000,4,5,-34.021243,18.4273539,S.O.A.,Houses,https://www.residentialpeople.com/za/property/ldlnfu-freehold/
4 bedroom house for sale,buy,29000000,4,4,-33.9624173,18.3830987,S.O.A.,Houses,https://www.residentialpeople.com/za/property/kkq6rc-freehold/
3 bedroom house for sale,buy,1349000,3,1,-33.8251994,18.7163499,106.0,Houses,https://www.residentialpeople.com/za/property/lvmaln/
2 bedroom property for sale,buy,1425000,2,1,-34.04555,18.46522,160.0,Property,https://www.residentialpeople.com/za/property/afpz3we8-heathfield-za-cape-town/
2 bedroom flat/apartment for sale,buy,1250000,2,1,-33.8208399,18.71269,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/y9pqqn/
4 bedroom house for sale,buy,8450000,4,4,-34.033,18.44323,186.0,Houses,https://www.residentialpeople.com/za/property/swxhru-grootbosch-close-constantia-cape-town/
2 bedroom townhouse for sale,buy,7900000,2,2,-33.95522,18.378985,136.0,Townhouses,https://www.residentialpeople.com/za/property/8421tfnh-camps-bay-cape-town/
3 bedroom house for sale,buy,40000000,3,2,-33.9390582,18.3762374,S.O.A.,Houses,https://www.residentialpeople.com/za/property/hsf88r/
3 bedroom house for sale,buy,1499000,3,2,-33.820462,18.714064,S.O.A.,Houses,https://www.residentialpeople.com/za/property/17ew5t8z-1-sarel-van-deventer-buhrein-kraaifontein/
4 bedroom house for sale,buy,24995000,4,5,-33.953004,18.380071,300.0,Houses,https://www.residentialpeople.com/za/property/e690duox-residence-4-the-azure-13-the-drive-camps-bay-cape-town/
4 bedroom house for sale,buy,3995000,4,4,-34.0416,18.45484,1071.0,Houses,https://www.residentialpeople.com/za/property/mm2k4y-bergvliet-za-cape-town/
2 bedroom flat/apartment for sale,buy,1150000,2,1,-33.820462,18.7140639,60.0,Flats/Apartments,https://www.residentialpeople.com/za/property/jusgwz/
1 bedroom flat/apartment for sale,buy,725000,1,1,-33.820462,18.7140639,46.0,Flats/Apartments,https://www.residentialpeople.com/za/property/xp5uhb/
3 bedroom house for sale,buy,1699000,3,2,-33.820462,18.714064,246.0,Houses,https://www.residentialpeople.com/za/property/czt7umcb-26-san-michele-buhrein-kraaifontein/
5 bedroom house for sale,buy,65000000,5,4,-33.9621987,18.3815843,S.O.A.,Houses,https://www.residentialpeople.com/za/property/btedmp-freehold/
3 bedroom townhouse for sale,buy,1819900,3,2,-33.820462,18.7140639,154.0,Townhouses,https://www.residentialpeople.com/za/property/soccjxsi/
2 bedroom flat/apartment for sale,buy,795000,2,1,-33.820462,18.7140639,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/by57n6mg/
2 bedroom flat/apartment for sale,buy,1159900,2,1,-33.820462,18.7140639,67.0,Flats/Apartments,https://www.residentialpeople.com/za/property/k34sildc/
6 bedroom house for sale,buy,6950000,6,5,-34.038049,18.4489536,S.O.A.,Houses,https://www.residentialpeople.com/za/property/c4yz3c/
2 bedroom flat/apartment for sale,buy,759000,2,1,-33.820462,18.7140639,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/dathkn/
2 bedroom flat/apartment for sale,buy,1150000,2,1,-33.8282721,18.7202733,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/nleksr/
4 bedroom house for sale,buy,59950000,4,3,-33.9405758,18.3751248,S.O.A.,Houses,https://www.residentialpeople.com/za/property/qj926l-freehold/
4 bedroom house for sale,buy,72000000,4,3,-33.9405758,18.3751248,S.O.A.,Houses,https://www.residentialpeople.com/za/property/k5mmnh-freehold/
5 bedroom house for sale,buy,39000000,5,5,-33.9405758,18.3751248,S.O.A.,Houses,https://www.residentialpeople.com/za/property/zltl9f-freehold/
4 bedroom house for sale,buy,24500000,4,3,-33.9553715,18.3787609,S.O.A.,Houses,https://www.residentialpeople.com/za/property/xflzes/
2 bedroom flat/apartment for sale,buy,1100000,2,1,-33.8240888,18.7174154,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/wtlolv/
2 bedroom house for sale,buy,1425000,2,1,-34.0467649,18.4644618,S.O.A.,Houses,https://www.residentialpeople.com/za/property/coqwmy/
2 bedroom flat/apartment for sale,buy,1250000,2,2,-33.819993,18.71407,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/sbhdqda6-lanzerac-avenue-libertas-buhrein-kraaifontein/
4 bedroom house for sale,buy,24950000,4,4,-33.95529,18.378333,680.0,Houses,https://www.residentialpeople.com/za/property/c1w44t17-camps-bay-cape-town/
3 bedroom duplex for sale,buy,2650000,3,2,-33.7813815,18.4553284,S.O.A.,Duplex,https://www.residentialpeople.com/za/property/wb7j9h/
4 bedroom house for sale,buy,24950000,4,3,-33.9553715,18.3787609,S.O.A.,Houses,https://www.residentialpeople.com/za/property/jej8zv/
4 bedroom house for sale,buy,24950000,4,3,-33.9553715,18.3787609,S.O.A.,Houses,https://www.residentialpeople.com/za/property/pnd5uy-freehold/
2 bedroom flat/apartment for sale,buy,380000,2,1,-34.0633902,18.5106987,52.0,Flats/Apartments,https://www.residentialpeople.com/za/property/u7pg8f/
4 bedroom house for sale,buy,1699999,4,3,-34.0633902,18.5106987,S.O.A.,Houses,https://www.residentialpeople.com/za/property/qwj64g/
3 bedroom flat/apartment for sale,buy,19000000,3,4,-33.9621987,18.3815843,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/go46dx-sectional-title/
4 bedroom flat/apartment for sale,buy,18000000,4,4,-33.9621987,18.3815843,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/snvcqh-sectional-title/
2 bedroom house for sale,buy,350000,2,1,-34.063175,18.611231,S.O.A.,Houses,https://www.residentialpeople.com/za/property/8ltj4wnd/
3 bedroom house for sale,buy,799000,3,1,-34.0658,18.5981,S.O.A.,Houses,https://www.residentialpeople.com/za/property/l6h4bz/
2 bedroom flat/apartment for sale,buy,1220000,2,1,-33.8272049,18.721471,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/v9r3tr-sectional-title/
5 bedroom house for sale,buy,65000000,5,4,-33.9621987,18.3815843,S.O.A.,Houses,https://www.residentialpeople.com/za/property/ahcyah/
6 bedroom house for sale,buy,1395000,6,3,-34.00111,18.71732,S.O.A.,Houses,https://www.residentialpeople.com/za/property/pt3a7b/
