,price,bedrooms,bathrooms,latitude,longitude,floor_size,property_type,binned_price
1,2195000,3.0,2,-33.8275335,18.6526846,,Townhouses,12
2,3170000,4.0,2,-33.8275335,18.6526846,,Houses,18
3,1095000,2.0,1,-33.8275335,18.6526846,79.0,Flats/Apartments,6
4,2300000,3.0,2,-33.8275335,18.6526846,,Townhouses,13
5,4950000,4.0,1,-33.935255100000006,18.4265847,,Houses,27
6,2290000,3.0,2,-33.8275335,18.6526846,,Townhouses,13
7,2095000,2.0,2,-33.8275335,18.6526846,,Houses,12
8,3795000,4.0,3,-33.8275335,18.6526846,,Houses,21
9,2195000,3.0,1,-33.8222878,18.4771884,,Houses,12
10,7750000,3.0,2,-33.984508,18.455430399999997,,Houses,42
11,5250000,5.0,5,-33.8275335,18.6526846,,Houses,29
12,3200000,1.0,1,-33.912599,18.424837,55.0,Flats/Apartments,18
13,679990,2.0,1,-33.9706034,18.676282399999998,,Duplex,4
14,3200000,1.0,1,-33.912599,18.424837,55.0,Flats/Apartments,18
15,1150000,3.0,2,-33.9629739,18.681418899999997,,Houses,7
16,2599000,4.0,4,-33.870416399999996,18.687338,326.0,Houses,14
17,2500000,4.0,3,-33.8067534,18.511739000000002,,Houses,14
18,1050000,3.0,2,-33.96131629999999,18.682129999999997,,Houses,6
19,1899001,3.0,2,-33.8067534,18.511739000000002,,Houses,11
20,1850000,3.0,2,-33.8067534,18.511739000000002,,Houses,10
21,1795000,3.0,2,-33.8067534,18.511739000000002,,Houses,10
23,1739000,4.0,2,-33.9386626,18.6920731,170.0,Houses,10
25,1299000,3.0,1,-33.9386626,18.6920731,84.0,Houses,7
30,1095000,2.0,1,-33.8275335,18.6526846,79.0,Flats/Apartments,6
31,3170000,4.0,2,-33.8275335,18.6526846,,Houses,18
32,4250000,4.0,3,-33.8275335,18.6526846,,Houses,23
33,1250000,2.0,1,-33.8275335,18.6526846,,Flats/Apartments,7
34,4850000,4.0,5,-33.8275335,18.6526846,,Houses,27
35,3795000,4.0,3,-33.8275335,18.6526846,,Houses,21
36,2750000,3.0,2,-33.8275335,18.6526846,,Houses,15
37,1060000,2.0,2,-33.8275335,18.6526846,,Flats/Apartments,6
38,1026685,2.0,1,-33.8033403,18.5204668,,Flats/Apartments,6
39,679990,2.0,1,-33.9706034,18.676282399999998,,Duplex,4
40,5250000,5.0,5,-33.8275335,18.6526846,,Houses,29
41,2500000,4.0,3,-33.8067534,18.511739000000002,,Houses,14
42,2995000,5.0,6,-33.9201504,18.696246399999996,364.0,Houses,17
43,3495000,3.0,3,-33.8275335,18.6526846,,Houses,19
44,3995000,1.0,1,-33.912600299999994,18.4249576,,Flats/Apartments,22
45,1899001,3.0,2,-33.8067534,18.511739000000002,,Houses,11
46,2690000,3.0,2,-33.9201504,18.696246399999996,310.0,Houses,15
47,1950000,3.0,2,-33.818816,18.4828803,,Penthouses,11
48,3995000,1.0,1,-33.912600299999994,18.4249576,,Flats/Apartments,22
49,6995000,2.0,2,-33.912600299999994,18.4249576,,Flats/Apartments,38
50,7250000,2.0,2,-33.912600299999994,18.4249576,,Flats/Apartments,40
51,1790000,3.0,2,-33.8046004,18.5188582,,Houses,10
52,7500000,4.0,2,-33.9379684,18.4287422,,Houses,41
53,1850000,4.0,2,-33.8046004,18.5188582,,Houses,10
54,1795000,3.0,2,-33.8067534,18.511739000000002,,Houses,10
56,1150000,2.0,1,-34.0167339,18.5121827,,Flats/Apartments,7
57,7500000,3.0,2,-33.9379684,18.4287422,,Houses,41
58,1850000,3.0,2,-33.8067534,18.511739000000002,,Houses,10
62,1050000,3.0,2,-33.96131629999999,18.682129999999997,,Houses,6
65,1739000,4.0,2,-33.9386626,18.6920731,170.0,Houses,10
66,1299000,3.0,1,-33.9386626,18.6920731,84.0,Houses,7
67,1690000,3.0,2,-33.9386626,18.6920731,140.0,Houses,10
69,2050000,4.0,3,-33.9386626,18.6920731,190.0,Houses,12
70,7250000,4.0,2,-33.938462,18.429032,,Houses,40
71,2195000,1.0,1,-33.9264539,18.4257912,,Flats/Apartments,12
72,2989000,4.0,2,-33.9201504,18.696246399999996,414.0,Houses,17
73,2850000,1.0,1,-33.9264539,18.4257912,,Flats/Apartments,16
74,3950000,5.0,5,-33.9201504,18.696246399999996,550.0,Houses,22
75,3200000,1.0,1,-33.912599,18.424837,55.0,Flats/Apartments,18
76,2699000,3.0,2,-33.9201504,18.696246399999996,,Houses,15
77,1850000,1.0,1,-33.9264539,18.4257912,,Flats/Apartments,10
78,3200000,1.0,1,-33.912599,18.424837,55.0,Flats/Apartments,18
79,1150000,3.0,2,-33.9629739,18.681418899999997,,Houses,7
80,2699000,3.0,2,-33.9201504,18.696246399999996,310.0,Houses,15
81,1900000,3.0,2,-33.9319323,18.6940193,200.0,Houses,11
82,1625000,3.0,2,-33.9319323,18.6940193,143.0,Townhouses,9
83,3195000,4.0,3,-33.892543200000006,18.6950237,335.0,Houses,18
84,7995000,2.0,2,-33.912600299999994,18.4249576,,Flats/Apartments,44
85,7995000,2.0,2,-33.912600299999994,18.4249576,,Flats/Apartments,44
86,2599000,4.0,2,-33.9201504,18.696246399999996,235.0,Houses,14
87,1295000,3.0,1,-33.9319323,18.6940193,,Townhouses,7
88,3195000,4.0,3,-33.8597969,18.681199499999998,340.0,Houses,18
90,2195000,3.0,1,-33.8222878,18.4771884,,Houses,12
91,1980000,3.0,2,-33.81293,18.4939057,,Houses,11
92,975000,1.0,1,-33.818816,18.4828803,,Flats/Apartments,6
93,4995000,4.0,4,-33.9344639,18.426904500000003,,Houses,27
94,2250000,4.0,3,-33.8092387,18.5025682,,Houses,13
95,1295000,2.0,1,-33.818816,18.4828803,,Flats/Apartments,7
96,2275000,1.0,1,-33.916595,18.423866,82.0,Flats/Apartments,13
97,3995000,3.0,3,-33.818816,18.4828803,,Houses,22
98,2599000,4.0,4,-33.870416399999996,18.687338,326.0,Houses,14
99,2575000,2.0,1,-33.9970036,18.4703694,,Flats/Apartments,14
100,2250000,3.0,2,-33.807752799999996,18.505428100000003,,Houses,13
101,7750000,3.0,2,-33.984508,18.455430399999997,,Houses,42
102,1650000,3.0,2,-33.806045700000006,18.5107785,,Houses,9
103,1850000,3.0,2,-33.806045700000006,18.5107785,,Houses,10
104,2595000,4.0,2,-33.820986,18.642539000000003,,Houses,14
106,2300001,5.0,4,-33.806045700000006,18.5107785,,Houses,13
107,2989000,4.0,2,-33.9201504,18.696246399999996,414.0,Houses,17
108,1100000,2.0,1,-33.8033403,18.5204668,65.0,Flats/Apartments,6
109,2599000,6.0,3,-33.870416399999996,18.687338,300.0,Houses,14
110,4600000,4.0,3,-33.917007700000006,18.4246348,,Houses,25
111,2149999,3.0,3,-33.814057500000004,18.4921031,,Houses,12
112,1294000,2.0,2,-33.808199,18.505906600000003,,Houses,7
113,4200000,4.0,3,-33.917007700000006,18.4246348,,Houses,23
115,2425000,3.0,2,-33.8275335,18.6526846,,Townhouses,14
116,2595000,1.0,2,-33.8275335,18.6526846,,Houses,14
117,1699000,2.0,1,-33.8275335,18.6526846,,Townhouses,10
118,1050000,2.0,1,-33.8621074,18.6838211,63.0,Flats/Apartments,6
119,4950000,4.0,1,-33.935255100000006,18.4265847,,Houses,27
120,4200000,4.0,3,-33.935255100000006,18.4265847,,Houses,23
121,1250000,2.0,2,-33.8048847,18.5135883,,Flats/Apartments,7
122,1767500,1.0,1,-33.8275335,18.6526846,,Flats/Apartments,10
123,2080000,3.0,2,-33.8275335,18.6526846,,Townhouses,12
124,2280000,4.0,2,-33.8275335,18.6526846,,Houses,13
125,1780000,3.0,2,-33.8275335,18.6526846,,Townhouses,10
126,2650000,3.0,2,-33.8275335,18.6526846,,Houses,15
127,4200000,4.0,3,-33.935255100000006,18.4265847,,Houses,23
128,2462680,3.0,2,-33.8275335,18.6526846,,Duplex,14
129,2750000,4.0,2,-33.8275335,18.6526846,,Houses,15
130,1250000,2.0,1,-33.8275335,18.6526846,,Flats/Apartments,7
131,2795000,3.0,2,-33.8275335,18.6526846,,Houses,16
132,3350000,4.0,2,-33.8275335,18.6526846,,Houses,19
133,2275000,3.0,2,-33.8275335,18.6526846,,Townhouses,13
134,1599000,3.0,2,-33.8275335,18.6526846,80.0,Flats/Apartments,9
135,2300000,3.0,2,-33.8275335,18.6526846,,Townhouses,13
136,1635000,2.0,2,-33.8275335,18.6526846,,Flats/Apartments,9
137,3495000,4.0,2,-33.8275335,18.6526846,,Houses,19
138,2399000,3.0,2,-33.8275335,18.6526846,,Houses,13
139,5295000,4.0,3,-33.8275335,18.6526846,,Houses,29
140,3350000,3.0,2,-33.8275335,18.6526846,,Houses,19
141,2699000,3.0,2,-33.8275335,18.6526846,,Houses,15
142,2245000,3.0,2,-33.8275335,18.6526846,,Townhouses,13
143,2399000,3.0,2,-33.8275335,18.6526846,,Houses,13
144,2290000,3.0,2,-33.8275335,18.6526846,,Townhouses,13
145,3650000,3.0,3,-33.8275335,18.6526846,,Houses,20
146,2349000,3.0,2,-33.8275335,18.6526846,139.0,Houses,13
147,2095000,2.0,2,-33.8275335,18.6526846,,Houses,12
148,2295000,3.0,2,-33.8275335,18.6526846,,Townhouses,13
149,2040000,3.0,2,-33.8275335,18.6526846,,Townhouses,11
150,3999000,3.0,2,-33.8275335,18.6526846,,Houses,22
151,2195000,3.0,2,-33.8275335,18.6526846,,Townhouses,12
152,3995000,3.0,3,-33.8275335,18.6526846,,Houses,22
153,3650000,4.0,2,-33.8275335,18.6526846,,Houses,20
154,2595000,5.0,2,-33.8275335,18.6526846,251.0,Houses,14
155,2195000,3.0,2,-33.8275335,18.6526846,,Houses,12
156,3750000,3.0,2,-33.8275335,18.6526846,,Houses,21
157,5950000,6.0,6,-33.8275335,18.6526846,,Houses,33
158,2699000,3.0,3,-33.8275335,18.6526846,,Houses,15
159,4395000,4.0,3,-33.8275335,18.6526846,,Houses,24
160,2398000,3.0,2,-33.8275335,18.6526846,,Houses,13
161,3195000,3.0,2,-33.8275335,18.6526846,,Townhouses,18
162,3695000,3.0,2,-33.8275335,18.6526846,,Houses,20
163,2195000,3.0,2,-33.8275335,18.6526846,,Townhouses,12
164,2624440,3.0,2,-33.8275335,18.6526846,,Duplex,15
165,1340000,2.0,1,-33.8275335,18.6526846,,Flats/Apartments,8
166,3995000,4.0,2,-33.8275335,18.6526846,,Houses,22
167,2650000,4.0,2,-33.8275335,18.6526846,,Houses,15
168,4699000,3.0,2,-33.8275335,18.6526846,,Townhouses,26
169,2595000,4.0,3,-33.8275335,18.6526846,,Houses,14
170,4200000,3.0,2,-33.8275335,18.6526846,,Houses,23
171,2695000,3.0,2,-33.8275335,18.6526846,,Houses,15
172,3195000,4.0,3,-33.8275335,18.6526846,,Houses,18
173,2790000,3.0,2,-33.8275335,18.6526846,,Houses,16
174,3650000,3.0,2,-33.8275335,18.6526846,,Houses,20
175,2495000,3.0,2,-33.8275335,18.6526846,,Houses,14
176,4699000,3.0,2,-33.8275335,18.6526846,,Houses,26
178,2462680,3.0,2,-33.8275335,18.6526846,,Duplex,14
179,1250000,2.0,1,-33.8275335,18.6526846,,Flats/Apartments,7
180,2290000,3.0,2,-33.8275335,18.6526846,,Townhouses,13
181,3995000,4.0,3,-33.8275335,18.6526846,,Houses,22
182,2468000,4.0,3,-33.8275335,18.6526846,,Houses,14
183,3775000,3.0,2,-33.8275335,18.6526846,,Houses,21
184,3995000,4.0,2,-33.8275335,18.6526846,,Houses,22
185,2795000,3.0,2,-33.8275335,18.6526846,184.0,Houses,16
186,2250000,3.0,1,-33.8275335,18.6526846,,Houses,13
187,2750000,3.0,3,-33.8275335,18.6526846,,Houses,15
188,2350000,3.0,2,-33.8275335,18.6526846,,Houses,13
189,3800000,5.0,4,-33.8275335,18.6526846,337.0,Houses,21
190,2300000,3.0,2,-33.8275335,18.6526846,,Townhouses,13
191,3995000,4.0,3,-33.8275335,18.6526846,,Houses,22
404,1995000,3.0,2,-33.6331659,19.017003,140.0,Townhouses,11
408,1895000,4.0,2,-33.6331659,19.017003,,Houses,11
410,2299000,3.0,2,-33.6331659,19.017003,,Houses,13
512,1650000,3.0,2,-33.644015,19.043696,,Houses,9
524,1650000,4.0,2,-33.6336907,19.003614499999998,,Houses,9
528,1595000,2.0,2,-34.161984600000004,19.0100223,,Houses,9
529,651000,1.0,1,-33.6384495,18.9972281,,Flats/Apartments,4
532,2799000,3.0,2,-34.1451999,19.022331,,Houses,16
539,1294000,3.0,3,-33.66095,18.99602,1.0,Houses,7
541,1050000,2.0,1,-33.6567614,18.994587,,Houses,6
548,1495000,2.0,2,-33.6573984,19.0023878,,Flats/Apartments,9
550,1649000,2.0,1,-33.6573984,19.0023878,,Townhouses,9
551,1495000,2.0,2,-33.6573984,19.0023878,,Flats/Apartments,9
553,793000,3.0,2,-33.6380298,18.9901622,,Houses,5
555,2450000,4.0,2,-33.6301901,18.982392800000003,,Houses,14
558,2350000,3.0,2,-33.652195,19.008602,,Houses,13
559,2450000,4.0,2,-33.6301901,18.982392800000003,,Houses,14
561,2160000,3.0,2,-33.6301901,18.982392800000003,,Houses,12
562,2450000,3.0,2,-33.6301901,18.982392800000003,,Houses,14
564,1930000,3.0,2,-33.6301901,18.982392800000003,,Houses,11
565,3250000,4.0,3,-33.6527094,19.0044634,,Houses,18
568,2699000,4.0,2,-33.6527094,19.0044634,,Houses,15
569,1795000,3.0,2,-33.6501036,19.002669100000002,,Houses,10
571,4095000,6.0,5,-33.64178,19.00437,,Houses,23
573,2365000,3.0,2,-33.6527094,19.0044634,,Houses,13
575,1585000,3.0,2,-33.634485,18.996516,,Houses,9
576,2365000,3.0,2,-33.6527094,19.0044634,,Houses,13
577,650000,3.0,1,-33.6404794,19.009656200000002,,Flats/Apartments,4
578,1799000,2.0,2,-33.6404794,19.009656200000002,,Townhouses,10
579,3690000,4.0,2,-33.6404794,19.009656200000002,420.0,Houses,20
581,1795000,3.0,2,-33.6404794,19.009656200000002,,Townhouses,10
582,4800000,3.0,2,-33.6404794,19.009656200000002,,Smallholdings/Farms,26
588,780000,1.0,1,-33.639902,19.006131,,Flats/Apartments,5
595,2800000,3.0,2,-33.6404794,19.009656200000002,,Smallholdings/Farms,16
598,640000,1.0,1,-33.6406961,19.010991699999998,,Flats/Apartments,4
600,600000,1.0,1,-33.6406961,19.010991699999998,,Flats/Apartments,4
601,1985000,3.0,2,-33.6404794,19.009656200000002,,Houses,11
602,660000,1.0,1,-33.6406961,19.010991699999998,,Flats/Apartments,4
603,3495000,2.0,2,-33.6404794,19.009656200000002,,Flats/Apartments,19
605,9000000,3.0,2,-33.6406961,19.010991699999998,,Houses,49
607,720000,2.0,1,-33.6406961,19.010991699999998,,Flats/Apartments,4
609,700000,2.0,1,-33.6383142,19.009833999999998,51.0,Flats/Apartments,4
610,580000,1.0,1,-33.63831079999999,19.009828,,Flats/Apartments,4
611,585000,1.0,1,-33.63831079999999,19.009828,,Flats/Apartments,4
620,795000,3.0,1,-33.629363299999994,19.0050631,,Flats/Apartments,5
623,1730000,3.0,1,-33.647928,19.0207759,,Houses,10
629,715000,3.0,1,-33.63764570000001,19.0102877,,Flats/Apartments,4
632,3599000,4.0,3,-33.639480400000004,19.0114244,,Houses,20
667,715000,2.0,1,-33.735434399999995,19.037949800000003,,Flats/Apartments,4
668,1595000,3.0,1,-33.66095,18.99602,118.0,Townhouses,9
669,829000,3.0,1,-33.735434399999995,19.037949800000003,,Flats/Apartments,5
670,2650000,3.0,2,-33.7002972,18.9655952,,Houses,15
671,4790000,4.0,4,-33.716003799999996,18.989177800000004,,Townhouses,26
672,2650000,4.0,2,-33.7002972,18.9655952,,Houses,15
673,3990000,5.0,3,-33.7342,18.9621,832.0,Houses,22
674,3645000,7.0,2,-33.7293354,18.96475,,Houses,20
675,2150000,4.0,3,-33.7156016,18.969103600000004,,Houses,12
676,1299000,2.0,1,-33.7278016,18.9692235,,Townhouses,7
677,5750000,3.0,3,-33.7342,18.9621,463.0,Houses,31
678,4250000,4.0,4,-33.7342,18.9621,,Flats/Apartments,23
679,1599999,3.0,1,-33.7342304,18.962109100000003,,Houses,9
680,3800000,4.0,3,-33.7018639,18.9666773,,Houses,21
681,1095000,2.0,1,-33.738946500000004,18.962599899999997,,Flats/Apartments,6
682,1694900,2.0,1,-33.738946500000004,18.962599899999997,,Townhouses,10
683,895000,2.0,1,-33.738946500000004,18.962599899999997,,Flats/Apartments,5
686,1769000,2.0,1,-33.738946500000004,18.962599899999997,,Townhouses,10
687,3750000,3.0,2,-33.7342304,18.962109100000003,,Houses,21
688,1725000,2.0,1,-33.738946500000004,18.962599899999997,,Townhouses,10
689,1049000,2.0,1,-33.738946500000004,18.962599899999997,,Duplex,6
690,1765000,2.0,1,-33.738946500000004,18.962599899999997,,Townhouses,10
691,1735000,2.0,1,-33.738946500000004,18.962599899999997,,Townhouses,10
692,1770000,2.0,1,-33.738946500000004,18.962599899999997,,Townhouses,10
693,1770000,2.0,1,-33.738946500000004,18.962599899999997,,Townhouses,10
694,1734500,2.0,1,-33.738946500000004,18.962599899999997,,Townhouses,10
695,1745000,2.0,1,-33.738946500000004,18.962599899999997,,Townhouses,10
696,2295000,3.0,1,-33.738946500000004,18.962599899999997,,Houses,13
697,1295000,3.0,2,-33.738946500000004,18.962599899999997,,Townhouses,7
699,8600000,2.0,2,-33.7342304,18.962109100000003,,Houses,47
700,6250000,5.0,3,-33.7355098,18.9591992,,Houses,34
701,3992000,4.0,3,-33.741809,18.959308,,Houses,22
702,3600000,4.0,3,-33.733329,18.957148999999998,,Houses,20
703,3860000,2.0,2,-33.74942,18.96256,210.0,Houses,21
704,5800000,3.0,2,-33.7342304,18.962109100000003,,Houses,32
705,3990000,4.0,3,-33.741809,18.959308,,Houses,22
706,1725000,2.0,1,-33.738946500000004,18.962599899999997,,Townhouses,10
707,1769000,2.0,1,-33.738946500000004,18.962599899999997,,Townhouses,10
708,3800000,5.0,3,-33.7274026,18.9560576,,Houses,21
709,2400000,3.0,1,-33.738946500000004,18.962599899999997,,Houses,13
710,4645000,3.0,3,-33.7342304,18.962109100000003,,Houses,26
711,2999000,5.0,3,-33.7347403,18.9610808,,Houses,17
713,880000,2.0,1,-33.7342304,18.962109100000003,,Flats/Apartments,5
714,4900000,5.0,6,-33.7342304,18.962109100000003,,Houses,27
715,1895000,3.0,2,-33.7342,18.9621,615.0,Houses,11
719,828200,3.0,1,-33.7342304,18.962109100000003,,Houses,5
720,7900000,6.0,6,-33.7342304,18.962109100000003,,Smallholdings/Farms,43
721,2900000,3.0,2,-33.7342,18.9621,370.0,Houses,16
722,8250000,5.0,3,-33.7342304,18.962109100000003,450.0,Houses,45
723,4424000,3.0,2,-33.7342304,18.962109100000003,,Houses,24
724,2295000,3.0,1,-33.7342,18.9621,804.0,Houses,13
727,1355000,3.0,2,-33.7342304,18.962109100000003,,Houses,8
729,3999995,4.0,3,-33.7342,18.9621,744.0,Houses,22
732,840000,2.0,2,-33.7297359,18.963772,61.0,Flats/Apartments,5
733,840000,2.0,2,-33.7297359,18.963772,61.0,Flats/Apartments,5
734,6500000,3.0,3,-33.7342,18.9621,463.0,Houses,35
735,990000,2.0,2,-33.7342,18.9621,90.0,Flats/Apartments,6
736,2500000,4.0,2,-33.7342,18.9621,365.0,Houses,14
737,2300000,4.0,2,-33.734595,18.966282,,Houses,13
738,2450000,3.0,2,-33.730959999999996,18.96035,168.0,Houses,14
739,990000,2.0,2,-33.7342,18.9621,90.0,Houses,6
740,2200000,4.0,2,-33.7342,18.9621,669.0,Houses,12
741,1430000,2.0,1,-33.73385,18.965518399999997,,Flats/Apartments,8
745,1395000,3.0,2,-33.7378131,18.9691592,,Flats/Apartments,8
747,1855000,2.0,1,-33.72862,18.961973899999997,,Houses,10
748,1499000,2.0,1,-33.7342,18.9621,250.0,Houses,9
749,2350000,2.0,2,-33.72195,18.964916,,Houses,13
750,6700000,4.0,4,-33.7342,18.9621,440.0,Houses,37
751,3499000,3.0,2,-33.72862,18.961973899999997,,Houses,19
752,4300000,4.0,2,-33.7304369,18.961319600000003,,Houses,24
753,1850000,2.0,1,-33.7342,18.9621,278.0,Houses,10
754,7200000,4.0,4,-33.7342,18.9621,440.0,Houses,39
755,1540000,3.0,1,-33.725650200000004,18.9651842,,Houses,9
756,1570000,3.0,1,-33.725650200000004,18.9651842,,Houses,9
757,1095000,1.0,1,-34.1379703,18.9329038,,Flats/Apartments,6
758,1800000,4.0,1,-33.7278016,18.9692235,,Houses,10
759,835000,2.0,2,-33.7293354,18.96475,,Flats/Apartments,5
760,1995000,2.0,2,-34.1379703,18.9329038,,Flats/Apartments,11
761,3430000,3.0,2,-33.7483177,18.977071399999996,,Houses,19
762,1470000,2.0,1,-33.748430400000004,18.9859578,,Houses,8
763,1680000,3.0,1,-33.748430400000004,18.9859578,,Houses,10
764,1575000,3.0,2,-33.748430400000004,18.9859578,,Houses,9
765,1330000,2.0,1,-33.748430400000004,18.9859578,,Townhouses,8
766,1695000,3.0,2,-33.748430400000004,18.9859578,,Houses,10
768,3150000,4.0,2,-33.7461616,18.988195899999997,,Houses,17
769,1850000,3.0,2,-33.748430400000004,18.9859578,,Houses,10
770,4995000,6.0,4,-33.72493,18.968896,470.0,Houses,27
771,1550000,3.0,1,-33.748430400000004,18.9859578,,Houses,9
772,1732500,3.0,2,-33.748430400000004,18.9859578,,Houses,10
773,1890000,3.0,2,-33.72493,18.968896,154.0,Houses,11
774,2400000,3.0,1,-33.72493,18.968896,205.0,Houses,13
775,2300000,3.0,2,-33.721188,18.9666392,,Houses,13
776,450000,3.0,1,-33.7355915,18.9747383,,Houses,3
777,2150000,3.0,2,-33.7362801,18.9783007,,Houses,12
778,3175000,3.0,2,-33.711075,18.9618319,,Houses,18
779,2200000,4.0,2,-33.7271281,18.971803,,Houses,12
780,695000,1.0,1,-33.74820029999999,18.9965382,,Flats/Apartments,4
781,1772000,2.0,2,-33.737519,18.988231,,Houses,10
782,3250000,3.0,3,-33.711075,18.9618319,,Houses,18
783,4295000,4.0,2,-33.745259999999995,18.987896,259.0,Houses,24
784,2750000,5.0,2,-33.724140000000006,18.96751,,Houses,15
785,2350000,5.0,2,-33.705697799999996,18.965979100000002,,Houses,13
786,1985000,5.0,2,-33.736404,18.984752,,Houses,11
787,1399000,3.0,1,-33.7478859,18.989473899999997,,Houses,8
788,4995000,4.0,2,-33.745878999999995,18.988696,444.0,Houses,27
789,1100000,2.0,1,-33.8781143,19.0443998,,Houses,6
791,900000,3.0,1,-33.8781143,19.0443998,,Houses,5
792,1550000,3.0,2,-33.7478859,18.989473899999997,,Houses,9
793,5995000,5.0,4,-33.714728,18.988283,,Houses,33
794,1895000,3.0,2,-33.702824,18.967975,297.0,Houses,11
795,950000,3.0,2,-33.8781143,19.0443998,,Houses,6
796,2965000,3.0,3,-33.7002972,18.9655952,,Houses,16
797,1895000,3.0,2,-33.7025933,18.9701237,,Houses,11
798,1450000,4.0,2,-33.7412954,18.9936082,,Houses,8
799,1895000,3.0,2,-33.702861,18.969062100000002,140.0,Houses,11
800,1460000,4.0,2,-33.739009100000004,18.992783199999998,,Houses,8
801,749000,2.0,0,-33.721354,18.983924,60.0,Flats/Apartments,5
802,2150000,4.0,2,-33.699604,18.971443899999997,,Houses,12
803,445000,2.0,1,-33.733348,19.0104272,,Flats/Apartments,3
804,2610000,4.0,2,-33.7002972,18.9655952,,Houses,15
805,715000,2.0,1,-33.735434399999995,19.037949800000003,,Flats/Apartments,4
806,449000,2.0,1,-33.733348,19.0104272,,Flats/Apartments,3
807,2595000,4.0,2,-33.7002972,18.9655952,,Houses,14
808,2595000,4.0,2,-33.7002972,18.9655952,,Houses,14
809,2380000,3.0,2,-33.7002972,18.9655952,,Houses,13
810,1475000,3.0,2,-33.66095,18.99602,143.0,Townhouses,8
813,439000,2.0,1,-33.733348,19.0104272,,Flats/Apartments,3
817,1150000,3.0,2,-34.152074400000004,19.0037125,210.0,Houses,7
818,802300,2.0,1,-33.677295,19.002230899999997,260.0,Houses,5
819,999800,4.0,2,-33.670424100000005,18.9992548,260.0,Houses,6
820,3500000,3.0,3,-33.66095,18.99602,306.0,Townhouses,19
823,1590000,3.0,2,-33.66095,18.99602,1.0,Houses,9
824,1325000,4.0,2,-33.66095,18.99602,234.0,Townhouses,8
825,4495000,3.0,3,-33.66095,18.99602,330.0,Townhouses,25
826,1325000,2.0,2,-33.66095,18.99602,387.0,Townhouses,8
827,1325000,2.0,1,-33.66095,18.99602,107.0,Flats/Apartments,8
828,889000,3.0,1,-33.670424100000005,18.9992548,260.0,Houses,5
829,2450000,4.0,2,-33.66095,18.99602,355.0,Townhouses,14
830,705000,2.0,1,-33.735434399999995,19.037949800000003,,Flats/Apartments,4
831,1325000,2.0,2,-33.66095,18.99602,387.0,Townhouses,8
832,1695000,4.0,3,-33.66095,18.99602,210.0,Townhouses,10
836,8800000,4.0,4,-33.821323299999996,18.9814245,,Houses,48
837,6490000,4.0,3,-33.75432,18.956397,,Houses,35
838,6875000,5.0,5,-34.15917,18.8821189,,Houses,38
840,7850000,5.0,4,-33.8012176,18.972509600000002,,Houses,43
842,5450000,3.0,2,-33.8012176,18.972509600000002,,Houses,30
844,3150000,5.0,4,-34.1524703,18.8855124,,Houses,17
845,5600000,3.0,2,-33.804106,18.972031,188.0,Houses,31
846,6700000,4.0,4,-33.804106,18.972031,320.0,Houses,37
847,8000000,4.0,4,-33.817689,18.976851999999997,314.0,Houses,44
848,8750000,4.0,5,-33.817689,18.976851999999997,420.0,Houses,48
849,6495000,3.0,3,-33.796087235982,18.970156403983,601.0,Houses,35
850,699000,2.0,1,-34.16825,18.85706,,Houses,4
851,4995000,5.0,3,-34.16701,18.86034,529.0,Houses,27
852,7500000,4.0,2,-34.16825,18.85706,,Houses,41
853,3150000,3.0,2,-34.1613305,18.868497199999997,,Houses,17
855,795000,2.0,1,-34.16825,18.85706,,Flats/Apartments,5
856,4955000,5.0,3,-34.16825,18.85706,456.0,Houses,27
858,2100000,3.0,2,-34.16825,18.85706,6.0,Houses,12
860,650000,2.0,1,-34.16825,18.85706,,Flats/Apartments,4
861,1750000,3.0,2,-34.16825,18.85706,509.0,Houses,10
862,6495000,5.0,4,-33.771102,18.957024,,Houses,35
863,4700000,4.0,3,-34.1648588,18.8639516,,Houses,26
864,750000,2.0,1,-34.16825,18.85706,66.0,Flats/Apartments,5
865,3800000,3.0,3,-34.16825,18.85706,282.0,Houses,21
866,1050000,2.0,1,-34.1502456,18.8794537,,Townhouses,6
867,1275000,2.0,1,-34.1625158,18.8645425,,Flats/Apartments,7
868,2150000,2.0,1,-34.1625158,18.8645425,,Flats/Apartments,12
869,789000,3.0,1,-34.11938,18.908462,470.0,Houses,5
870,1989000,4.0,2,-33.7791079,18.958336600000003,,Houses,11
871,5990000,6.0,5,-34.158446600000005,18.870466600000004,,Houses,33
872,6500000,4.0,3,-34.1625158,18.8645425,,Houses,35
873,1500000,3.0,2,-34.16825,18.85706,346.0,Townhouses,9
874,4395000,4.0,4,-34.16825,18.85706,,Houses,24
875,1499000,3.0,2,-34.1625158,18.8645425,,Houses,9
876,6200000,6.0,5,-34.158231799999996,18.8703637,,Houses,34
877,2200000,1.0,1,-33.817689,18.976851999999997,48.0,Houses,12
878,8995000,4.0,6,-33.817689,18.976851999999997,375.0,Houses,49
879,4600000,4.0,2,-33.817689,18.976851999999997,198.0,Flats/Apartments,25
880,4500000,3.0,2,-33.817689,18.976851999999997,198.0,Townhouses,25
881,8250000,4.0,4,-33.817689,18.976851999999997,381.0,Houses,45
883,6750000,4.0,3,-33.804106,18.972031,273.0,Houses,37
884,7200000,4.0,4,-33.804106,18.972031,320.0,Houses,39
885,5450000,3.0,2,-33.804106,18.972031,194.0,Houses,30
